"cov.day3.b1"	"cov.day3.b2"	"cov.day3.b5"	"cov.day6.b7"	"cov.day6.b8"	"cov.day6.b9"	"cov.day9.b11"	"cov.day9.b12"	"cov.day9.b14"	"cov.day12.b16"	"cov.day12.b17"	"cov.day12.b19"	"cov.day19.b28"	"cov.day19.b32"	"cov.day19.b33"	"unnorm.day3.b1"	"unnorm.day3.b2"	"unnorm.day3.b5"	"unnorm.day6.b7"	"unnorm.day6.b8"	"unnorm.day6.b9"	"unnorm.day9.b11"	"unnorm.day9.b12"	"unnorm.day9.b14"	"unnorm.day12.b16"	"unnorm.day12.b17"	"unnorm.day12.b19"	"unnorm.day19.b28"	"unnorm.day19.b32"	"unnorm.day19.b33"	"unnorm.LG1"	"unnorm.LG2"	"unnorm.LG3"	"functional.category"	"protein.annotation"	"Accession"	"Taxa"	"norm.day3.b1"	"norm.day3.b2"	"norm.day3.b5"	"norm.day6.b7"	"norm.day6.b8"	"norm.day6.b9"	"norm.day9.b11"	"norm.day9.b12"	"norm.day9.b14"	"norm.day12.b16"	"norm.day12.b17"	"norm.day12.b19"	"norm.day19.b28"	"norm.day19.b32"	"norm.day19.b33"	"ave.unnorm.day3"	"ave.unnorm.day6"	"ave.unnorm.day9"	"ave.unnorm.day12"	"ave.unnorm.day19"	"ave.norm.day3"	"ave.norm.day6"	"ave.norm.day9"	"ave.norm.day12"	"ave.norm.day19"
"611-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.072	1.0701	1.210237265	1.9826	1.0731	1.214104652	1.0895	0.7062	0.859429717	1.9201	0.8898	0.827664673	1.1472	0.754	0.993518472	1.1436	0.6554	1.140855074	"-"	"kegg:ferrochelatase_uniprot:A0A2G4F251_9CYAN_Protoporphyrin_ferrochelatase_(TrEMBL)_pfam:CbiX"	"Prok_bin48_NODE_78_length_117289_cov_262.416_67"	"Prok_bin48"	0.050719666457178	0.390438124433077	0.105761259400764	0.105276665997651	0.0618388440147194	0.0695926008581936	0.0839136951211722	0.0317992103299667	0.0449063316174498	0.277372402591488	0.0311913200256199	0.0348070169012375	0.045719347726944	0.0261150316173406	0.0277980396677674	1.117445755	1.42326821733333	0.885043239	1.21252155766667	0.964906157333333	0.182306350097006	0.0789027036235212	0.0535397456895296	0.114456913172782	0.0332108063373507
"612-Prok_bin48-nitrate-transport"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.9492	1.287	0.972732544	1.8922	1.0165	0.966069996	1.0293	0.6793	0.837616563	1.6147	1.0748	0.774428606	1.1173	0.9283	0.904940546	2.7722	0.9202	1.096542597	"nitrate-transport"	"kegg:nitrate_ABC_transporter_ATPase_subunits_C_and_D_uniprot:F5UG31_9CYAN_Nitrate_ABC_transporter_ATPase_subunits_C_and_D_(TrEMBL)_pfam:AAA"	"Prok_bin48_NODE_78_length_117289_cov_262.416_8"	"Prok_bin48"	0.0449096151130162	0.469576549991001	0.0850059917082038	0.100476398366163	0.0585771921917457	0.0553752294103759	0.0792770687363217	0.0305879404944016	0.0437665656682739	0.233255152577718	0.0376763663334864	0.0325682011775846	0.0445277433885238	0.0321519679713227	0.0253196834317934	1.06964418133333	1.29158999866667	0.848738854333333	1.15464286866667	0.983513515333333	0.199830718937407	0.0714762733227615	0.0512105249663324	0.10116657336293	0.03399979826388
"613-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8796	1.2459	0.995233834	1.6225	0.9835	1.2559129	1.1473	0.5794	0.582060814	1.8655	0.7564	0.617355108	1.2344	0.9792	1.153902888	1.2349	1.4801	1.119360805	"-"	"kegg:anti-sigma-factor_antagonist_uniprot:F5UDZ0_9CYAN_Anti-sigma_factor_antagonist_(TrEMBL)_pfam:Ribul_P_3_epim"	"Prok_bin48_NODE_78_length_117289_cov_262.416_85"	"Prok_bin48"	0.0416166218430353	0.454580748744202	0.0869723538731813	0.0861552459301867	0.0566755224009659	0.0719890538417576	0.0883654726136033	0.0260895815139942	0.0304134420976821	0.269485035693152	0.0265150758230826	0.0259625551013717	0.0491945282724369	0.0339149057820954	0.0322854976101293	1.04024461133333	1.2873043	0.769586938	1.07975170266667	1.12250096266667	0.194389908153473	0.0716066073909701	0.0482894987417599	0.107320888872535	0.0384649772215539
"614-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8635	1.0202	0.736192703	1.7179	0.873	1.165596128	1.0334	0.8493	0.445683211	1.8636	0.8696	1.004343271	1.334	1.0154	1.149623036	2.3148	1.3996	2.987781525	"-"	"kegg:Ferritin_Dps_family_protein_uniprot:K9VQR4_9CYAN_Ferritin_Dps_family_protein_(TrEMBL)_pfam:Cytochrom_C550"	"Prok_bin48_NODE_78_length_117289_cov_262.416_87"	"Prok_bin48"	0.0408548805837437	0.37223154335728	0.0643350437824543	0.0912210150899647	0.0503078099197186	0.0668120873798941	0.0795928522608714	0.0382428056262259	0.0232875332020848	0.269210566881672	0.0304832230774096	0.0422371454874711	0.0531638858679771	0.0351687043822913	0.0321657499667577	0.873297567666667	1.252165376	0.776127737	1.245847757	1.166341012	0.159140489241159	0.0694469707965258	0.047041063696394	0.113976978482184	0.0401661134056754
"615-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.0676	1.0224	0.936410487	1.5675	0.9178	0.980857551	1.3548	0.9103	0.783084929	1.77	0.9725	0.741895735	1.3054	1.0701	1.42887187	1.9931	1.0614	1.19280982	"-"	"kegg:Hemolysin-type_calcium-binding_region_uniprot:K9VK75_9CYAN_Hemolysin-type_calcium-binding_region_(TrEMBL)_pfam:Cadherin_3"	"Prok_bin48_NODE_9_length_279717_cov_244.853_123"	"Prok_bin48"	0.0505114887217195	0.373034238314529	0.0818318484195766	0.0832347291189939	0.0528894707265954	0.0562228535514155	0.104347199770688	0.0409895513499982	0.0409172161617274	0.255689366484524	0.034090310996758	0.0312000478327786	0.052024090413836	0.0370632564107642	0.0399789616819695	1.00880349566667	1.15538585033333	1.016061643	1.161465245	1.26812395666667	0.168459191818608	0.0641156844656682	0.0620846557608044	0.106993241771353	0.0430221028355233
"616-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.4902	0.7032	0.663926244	1.9101	0.8338	1.101324558	0.7921	0.6065	0.399917632	1.2327	0.9298	0.55367893	1.1532	1.1788	1.461298466	1.8986	1.2205	1.758376122	"-"	"kegg:AbrB_family_transcriptional_regulator_uniprot:K9VM88_9CYAN_AbrB_family_transcriptional_regulator_(TrEMBL)_pfam:AbrB-like"	"Prok_bin48_NODE_9_length_279717_cov_244.853_127"	"Prok_bin48"	0.0231928922549521	0.2565704972445	0.058019760046522	0.101426893837442	0.0480488567137015	0.0631280345182472	0.0610078365355489	0.0273098570732439	0.0208962215839428	0.178072475743205	0.0325934922002937	0.0232846858190951	0.0459584656543862	0.0408281157433967	0.0408862380208625	0.619108748	1.28174151933333	0.599505877333333	0.905392976666667	1.264432822	0.112594383181991	0.0708679283564635	0.0364046383975785	0.0779835512541979	0.0425576064728818
"617-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.81	1.4956	0.920171976	1.4954	1.214	0.741750658	0.8977	1.3046	0.605345428	1.1612	1.5854	0.699241698	0.9192	1.8446	1.059435368	1.4013	1.1952	1.245933771	"-"	"kegg:Hemolysin-type_calcium-binding_region_uniprot:K9VFV5_9CYAN_Hemolysin-type_calcium-binding_region_(TrEMBL)_pfam:HemolysinCabind"	"Prok_bin48_NODE_9_length_279717_cov_244.853_160"	"Prok_bin48"	0.0383236285730543	0.545686626392029	0.0804127833950393	0.0794061970810485	0.069958397757776	0.0425172223773807	0.0691411878019975	0.0587443355939884	0.0316300937646948	0.167743780995384	0.0555750941431982	0.0294062539991193	0.0366328664841413	0.0638883120972766	0.0296423541334013	1.07525732533333	1.15038355266667	0.935881809333333	1.14861389933333	1.27441178933333	0.221474346120041	0.063960605738735	0.0531718723868936	0.084241709712567	0.043387844238273
"618-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.0542	1.4532	0	1.9125	1.1008	0	1.1128	1.0268	0	1.7814	1.0721	0	1.2241	0.8296	0	2.1219	0.9791	0	"-"	"kegg:NADH:ubiquinone_oxidoreductase_complex_I_intermediate-associated_protein_30_uniprot:K9VH66_9CYAN_NADH:ubiquinone_oxidoreductase_complex_I_intermediate-associated_protein_30_(TrEMBL)_pfam:3Beta_HSD"	"Prok_bin48_NODE_9_length_279717_cov_244.853_167"	"Prok_bin48"	0.0498774928910047	0.530216505397764	0	0.101554334571021	0.0634350941118285	0	0.0857082697850761	0.046235385396219	0	0.257336179353407	0.0375817197116959	0	0.0487840424969945	0.0287334618431642	0	0.8358	1.00443333333333	0.7132	0.951166666666667	0.684566666666667	0.193364666096256	0.0549964762276166	0.043981218393765	0.0983059663550344	0.0258391681133862
"619-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8959	1.2402	0.876563728	1.9345	0.9616	1.373016596	1.1095	0.7513	1.030544043	1.5761	1.216	0.902821779	1.3058	0.8523	1.113110065	2.2359	1.2604	2.211135149	"-"	"kegg:ferredoxin_protochlorophyllide_reductase_subunit_N_uniprot:A0A2G4F0Y4_9CYAN_Light-independent_protochlorophyllide_reductase_subunit_N_(TrEMBL)_pfam:Oxidored_nitro"	"Prok_bin48_NODE_9_length_279717_cov_244.853_198"	"Prok_bin48"	0.0423878257266659	0.452501039082237	0.0766019081541906	0.102722541295498	0.0554135051761757	0.0787014494835356	0.0854541025579996	0.0338300010208213	0.0538472799182315	0.227679101986587	0.0426260341100851	0.0379677107717491	0.0520400316089988	0.0295196836173202	0.0311441393527116	1.00422124266667	1.42303886533333	0.963781347666667	1.231640593	1.090403355	0.190496924321031	0.0789458319850699	0.0577104611656841	0.102757615622807	0.0375679515263435
"620-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8773	0.4738	0	1.4929	0.3909	0	1.2154	0.526	0	1.6908	0.6819	0	1.7388	0.5855	0	1.6195	0.8964	0	"-"	"kegg:anti-sigma-factor_antagonist_and_sugar_transfersase_uniprot:F5ULF6_9CYAN_Anti-sigma-factor_antagonist_and_sugar_transfersase_(TrEMBL)_pfam:Bac_transf"	"Prok_bin48_NODE_9_length_279717_cov_244.853_211"	"Prok_bin48"	0.0415078016631365	0.172871304884022	0	0.0792734463169033	0.0225261430671455	0	0.0936105599360006	0.0236850532902329	0	0.24424835076386	0.0239035301477525	0	0.0692963753727425	0.0202789801219535	0	0.450366666666667	0.627933333333333	0.580466666666667	0.7909	0.774766666666667	0.0714597021823861	0.0339331964613496	0.0390985377420779	0.089383960303871	0.0298584518315653
"621-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.077	1.3064	1.204589486	1.5029	1.1755	0.930829883	1.113	0.5164	0.735972762	1.6163	1.3322	0.616594493	1.0345	0.7932	0.859904766	1.4735	1.2885	1.505893707	"-"	"kegg:heat_shock_protein_DnaJ_domain_protein_uniprot:A0A2G4F0S9_9CYAN_DUF4101_domain-containing_protein_(TrEMBL)_pfam:DnaJ"	"Prok_bin48_NODE_9_length_279717_cov_244.853_26"	"Prok_bin48"	0.0509562320656537	0.476654860068565	0.105267706411502	0.0798044493734839	0.0677397830018663	0.0533552625861267	0.0857236738594444	0.023252778553377	0.0384555435517742	0.233486284208438	0.0466993442775127	0.0259305678243693	0.0412279159898218	0.0274727361788788	0.024059609830556	1.19599649533333	1.20307662766667	0.788457587333333	1.188364831	0.895868255333333	0.21095959951524	0.0669664983204923	0.0491439986548652	0.10203873210344	0.0309200873330855
"622-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8867	1.1324	0.970475078	1.7112	0.9041	1.173532844	0.9685	0.6192	0.773275673	1.5295	0.9381	0.717040896	1.2604	0.8945	1.297758102	1.3873	1.0509	1.263518453	"-"	"kegg:pyruvate_dehydrogenase_(acetyl-transferring)_E1_component_alpha_subunit_uniprot:F5UJV1_9CYAN_Pyruvate_dehydrogenase_E1_component_subunit_alpha_(TrEMBL)_pfam:DXP_synthase_N"	"Prok_bin48_NODE_9_length_279717_cov_244.853_27"	"Prok_bin48"	0.0419525450070707	0.413168986177008	0.0848087143196131	0.0908652430420557	0.0520999896316353	0.0672670207398832	0.0745942301283665	0.0278817205272096	0.0404046696507758	0.220947393241853	0.0328844429265385	0.0301547902189496	0.0502307059580197	0.0309812941402005	0.0363104785821863	0.996525026	1.26294428133333	0.786991891	1.06154696533333	1.150886034	0.179976748501231	0.0700774178045248	0.0476268734354506	0.0946622087957803	0.0391741595601355
"623-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.5581	0.7759	0.851734459	2.0386	0.7563	0.990621865	1.0339	0.7065	0.78567785	1.1322	0.8555	0.657059371	1.3523	1.0476	1.110144258	1.3207	0.908	1.157301903	"-"	"kegg:hypothetical_protein_uniprot:F5UJA0_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:DUF533"	"Prok_bin48_NODE_9_length_279717_cov_244.853_3"	"Prok_bin48"	0.0264054532180514	0.283095916968157	0.0744321065496761	0.108250283114501	0.0435828140232339	0.0567825450127213	0.079631362446792	0.0318127189154935	0.0410526996899096	0.163554520188575	0.029988957385837	0.0276322976896146	0.0538931955466757	0.0362839617006977	0.0310611578853746	0.728578153	1.26184062166667	0.84202595	0.881586457	1.17001475266667	0.127977825578628	0.0695385473834855	0.0508322603507317	0.0737252584213422	0.040412771710916
"624-Prok_bin48-photosystem"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.6216	1.0626	0.982315004	1.8601	1.0122	1.126215219	0.8323	0.9492	0.620506644	1.3325	0.8864	0.640868366	1.2132	1.0834	1.179740071	1.7286	1.8496	1.723295689	"photosystem"	"kegg:allophycocyanin_alpha-B_subunit_apoprotein_uniprot:K9VPV9_9CYAN_Allophycocyanin_alpha-B_subunit_apoprotein_(TrEMBL)_pfam:Phycobilisome"	"Prok_bin48_NODE_9_length_279717_cov_244.853_40"	"Prok_bin48"	0.029409836445692	0.387701664351544	0.0858433919990942	0.0987718785545394	0.0583293988553714	0.0645547697121336	0.0641040554835719	0.0427411646066333	0.0324222872157153	0.192489311209394	0.0310721353907726	0.0269513932085277	0.0483496449288079	0.0375239061727146	0.0330084062003355	0.888838334666667	1.33283840633333	0.800668881333333	0.953256122	1.15878002366667	0.16765163093211	0.0738853490406814	0.0464225024353068	0.0835042799362315	0.0396273191006194
"625-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.6871	0.61	0.98104161	1.8233	0.8233	1.251352787	0.8223	0.5868	0.723285079	1.371	0.5751	0.362197101	1.2398	0.8586	1.708225965	1.4857	1.4894	2.360031843	"-"	"kegg:glutamine_synthetase_type_I_uniprot:F5UJR9_9CYAN_Glutamine_synthetase_(TrEMBL)_pfam:Gln-synt_C"	"Prok_bin48_NODE_9_length_279717_cov_244.853_57"	"Prok_bin48"	0.032508845916723	0.222565419964655	0.0857321115443866	0.0968177873063232	0.0474437799620897	0.0717276677056	0.0633338517651582	0.0264227932903207	0.0377925954491138	0.198050916073606	0.0201597304413733	0.0152320148815706	0.0494097344071349	0.0297378861361388	0.0477951185356322	0.759380536666667	1.29931759566667	0.710795026333333	0.769432367	1.26887532166667	0.113602125808588	0.0719964116580043	0.0425164135015309	0.0778142204655165	0.0423142463596353
"626-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.7022	0.7493	0.991276503	1.7445	0.6652	1.11700058	0.8968	0.7166	0.602065623	1.3877	0.7715	0.761801541	1.1225	0.9324	1.141637206	1.7388	1.5349	1.528892517	"-"	"kegg:allophycocyanin_beta-18_subunit_apoprotein_uniprot:F5UJR8_9CYAN_Allophycocyanin_beta_subunit_(TrEMBL)_pfam:PAD"	"Prok_bin48_NODE_9_length_279717_cov_244.853_58"	"Prok_bin48"	0.0332232740543194	0.273390605212321	0.0866265272137901	0.0926334832204688	0.0383330528735359	0.0640265856771552	0.0690718694673403	0.0322675079615607	0.0314587196452558	0.200463352469251	0.0270443958190219	0.0320371763807005	0.0447349789256404	0.032293972785157	0.0319423113238171	0.814258834333333	1.17556686	0.738488541	0.973667180333333	1.065512402	0.131080135493477	0.0649977072570533	0.0442660323580522	0.0865149748896577	0.0363237543448715
"627-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.1004	1.3041	0	2.2386	0.986	0	1.3583	0.7846	0	1.6693	0.9203	0	1.2588	0.7544	0	1.7781	0.8346	0	"-"	"kegg:6-phosphofructokinase_uniprot:F5UJR2_9CYAN_ATP-dependent_6-phosphofructokinase_(TrEMBL)_pfam:PFK"	"Prok_bin48_NODE_9_length_279717_cov_244.853_64"	"Prok_bin48"	0.0520633591133197	0.475815678976895	0	0.118870344246111	0.0568195882942068	0	0.104616771072132	0.0353294540142904	0	0.241142519476054	0.0322604763088087	0	0.0501669411773685	0.0261288857455196	0	0.8015	1.07486666666667	0.7143	0.8632	0.671066666666667	0.175959679363405	0.0585633108467728	0.0466487416954742	0.0911343319282876	0.0254319423076293
"628-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.0824	1.0491	1.395437956	1.4068	0.9698	1.100186706	0.9466	0.6972	0.928705513	1.5354	1.0809	0.765054882	1.0813	0.9112	0.900718272	1.7893	1.18	1.955536604	"-"	"kegg:septum_site-determining_protein_MinD_uniprot:A0A2G4EWK3_9CYAN_Site-determining_protein_(TrEMBL)_pfam:AAA_24"	"Prok_bin48_NODE_9_length_279717_cov_244.853_74"	"Prok_bin48"	0.0512117229228074	0.382776036204785	0.121945737344477	0.0747015099997452	0.0558860413060059	0.0630628127270768	0.0729074839850405	0.0313939527641643	0.0485260829556955	0.221799691130134	0.0378901975901242	0.0321739939819182	0.0430930358238708	0.0315597039916721	0.0252015467856735	1.17564598533333	1.158928902	0.857501837666667	1.127118294	0.964406090666667	0.18531116549069	0.064550121344276	0.0509425065683001	0.0972879609007256	0.0332847622004055
"629-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.92	1.1758	0.880101025	1.5937	0.9874	1.058550954	1.0845	0.7005	0.817467809	1.4013	0.9006	0.733547688	1.158	0.7372	0.998705864	1.515	1.1529	1.295744896	"-"	"kegg:peptidase_U62_modulator_of_DNA_gyrase_uniprot:F5UN22_9CYAN_Peptidase_U62_modulator_of_DNA_gyrase_(TrEMBL)_pfam:PmbA_TldD"	"Prok_bin48_NODE_9_length_279717_cov_244.853_85"	"Prok_bin48"	0.0435280719595185	0.429003968515477	0.0769110285196047	0.0846259571272348	0.0569002651944217	0.0606762472315953	0.0835285932619653	0.0315425472049585	0.0427137668053712	0.202427971330375	0.0315699065127818	0.030848974961723	0.0461497599963399	0.0255331582338243	0.0279431797257051	0.991967008333333	1.21321698466667	0.867489269666667	1.011815896	0.964635288	0.183147689664867	0.0674008231844173	0.052594969090765	0.0882822842682932	0.0332086993186231
"630-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8373	1.0394	1.082319856	1.866	0.9907	1.239634871	0.9848	0.7348	0.908115089	1.5121	0.9623	0.839718521	1.3437	0.7762	1.035277009	1.1845	0.7383	1.507676721	"-"	"kegg:Protein_recA_uniprot:K9VCS6_9CYAN_Protein_RecA_(TrEMBL)_pfam:AAA"	"Prok_bin48_NODE_90_length_111772_cov_261.202_10"	"Prok_bin48"	0.0396152767953313	0.379236881166003	0.0945827023802756	0.0990851703579219	0.0570904321734997	0.0710559955810146	0.0758496621893808	0.0330870288168501	0.0474502062551369	0.218433836757768	0.0337327570922162	0.0353139353487051	0.0535504598506752	0.0268839357312729	0.0289664180127187	0.986339952	1.365444957	0.875905029666667	1.10470617366667	1.05172566966667	0.171144953447203	0.0757438660374787	0.0521289657537893	0.0958268430662296	0.036466937864889
"631-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.1026	1.3503	0.983905494	2.1066	0.9173	1.179440141	1.2136	0.8665	0.640339553	1.9304	1.0221	0.494685769	1.5226	0.8646	1.155480504	4.4605	1.5571	2.11087656	"-"	"kegg:PBS_lyase_HEAT_domain_protein_repeat-containing_protein_uniprot:K9VDG9_9CYAN_PBS_lyase_HEAT_domain_protein_repeat-containing_protein_(TrEMBL)_pfam:Adaptin_N"	"Prok_bin48_NODE_90_length_111772_cov_261.202_3"	"Prok_bin48"	0.052167447981049	0.492672273079136	0.0859823831129271	0.111861103899249	0.0528606575479472	0.0676056275985215	0.0934719232666862	0.0390172978630928	0.0334585827624897	0.278860312464251	0.0358290044933536	0.0208037584351322	0.0606801593872428	0.0299456980588232	0.0323296383416652	1.14560183133333	1.40111338033333	0.906813184333333	1.149061923	1.18089350133333	0.210274034724371	0.0774424630152392	0.0553159346307562	0.111831025130912	0.0409851652625771
"632-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.7612	0.4755	0.950037897	0.9564	0.7417	0.970695853	0.8964	0.7907	0.862784088	0.6892	1.0117	0.848942041	0.8522	0.9251	1.424830794	0.553	0.5245	0.573699713	"-"	"kegg:general_secretion_pathway_protein_H_uniprot:D8G8K6_9CYAN_PHA_accumulation_regulator_DNA-binding-like_(TrEMBL)_pfam:ComP_DUS"	"Prok_bin48_NODE_90_length_111772_cov_261.202_30"	"Prok_bin48"	0.036014748234332	0.173491569169169	0.0830227322947071	0.0507851323313594	0.0427414692067071	0.055640383999231	0.0690410613186037	0.0356041285866676	0.045081601908335	0.099559949932844	0.0354644397279384	0.0357018257915402	0.0339627162943704	0.032041134945891	0.0398658948451524	0.728912632333333	0.889598617666667	0.849961362666667	0.849947347	1.06737693133333	0.0975096832327361	0.0497223285124325	0.0499089306045355	0.0569087384841075	0.0352899153618046
"633-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.6585	0.7966	2.683031321	1.6424	0.9741	2.183336735	0.944	0.9057	1.298838854	1.4396	1.0801	2.127113342	1.0293	1.0965	1.082094073	1.7971	0.9955	3.876553297	"-"	"kegg:putative_signal_transduction_protein_with_CBS_domains_uniprot:F5UHD5_9CYAN_Putative_signal_transduction_protein_with_CBS_domains_(TrEMBL)_pfam:CBS"	"Prok_bin48_NODE_90_length_111772_cov_261.202_4"	"Prok_bin48"	0.0311556906362423	0.290648546793187	0.234467058424825	0.0872119420127819	0.0561338346423802	0.125149081413689	0.0727072310182529	0.0407824197052547	0.0678660362117226	0.207960684740746	0.0378621541466307	0.089454669821146	0.0410206804527052	0.0379776288705756	0.0302763308516623	1.379377107	1.59994557833333	1.04951295133333	1.54893778066667	1.06929802433333	0.185423765284751	0.0894982860229504	0.0604518956450767	0.111759169569508	0.0364248800583144
"634-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.1427	0.7967	0.968520045	2.0251	1.4088	0.827221394	1.3543	1.098	0.765953302	1.3402	1.8793	0.456512302	1.4049	1.5692	0.907768309	1.4365	1.0915	0.837109685	"-"	"kegg:Tetratricopeptide_TPR_2_repeat-containing_protein_uniprot:K9VCV0_9CYAN_Tetratricopeptide_TPR_2_repeat-containing_protein_(TrEMBL)_pfam:ANAPC3"	"Prok_bin48_NODE_90_length_111772_cov_261.202_43"	"Prok_bin48"	0.0540647041610236	0.290685032927607	0.0846378662072389	0.107533428988118	0.0811840121591061	0.0474164135679471	0.104308689584767	0.0494414230279007	0.0400220661477228	0.193601632182237	0.0658775541966143	0.0191983926941592	0.0559894627105854	0.0543497448460622	0.0253988025123745	0.969306681666667	1.420373798	1.07275110066667	1.225337434	1.293956103	0.143129201098623	0.078711284905057	0.0645907262534635	0.09289252635767	0.0452460033563407
"635-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.5851	0.7741	0.722051442	1.511	0.8207	0.953745008	0.9007	0.7034	0.760703802	1.165	1.0251	0.757537961	1.2074	1.1768	1.33620286	1.4795	1.1298	1.55621171	"-"	"kegg:hypothetical_protein_uniprot:K9VBR8_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:-"	"Prok_bin48_NODE_90_length_111772_cov_261.202_53"	"Prok_bin48"	0.0276829075038198	0.282439166548589	0.0630992550523205	0.0802345618493141	0.0472939514331192	0.0546687598576458	0.0693722489175216	0.0316731301983837	0.0397477728772403	0.168292718618345	0.0359341674064542	0.0318578736921106	0.0481184975989472	0.0407588451025019	0.0373861394159003	0.693750480666667	1.095148336	0.788267934	0.982545987	1.24013428666667	0.124407109701576	0.0607324243800264	0.0469310506643819	0.0786949199056365	0.0420878273724498
