contig,count.0.3.km,count.0.5.km,count.0.6.km,count.0.7.km,count.0.9.km,count.1.1.km,count.2.7.km,count.10.1.km,count.15.1.km,count.33.9.km,coverage.0.3.km,coverage.0.5.km,coverage.0.6.km,coverage.0.7.km,coverage.0.9.km,coverage.1.1.km,coverage.2.7.km,coverage.10.1.km,coverage.15.1.km,coverage.33.9.km,dataset.order,bin.number,lineage,annotation.1,annotation.2,hypothetical,gene.length,gc.gene,gc.contig,core.gene.percent
bin17;contig-25420-gene-1;Gammaproteobacteria;Cell_division_protein;-,0,0,0,0,0,0,0,16,2,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,1046,bin17,Gammaproteobacteria,Cell_division_protein,-,known,1014,51.6,51.6,31
bin17;contig-25420-gene-2;Gammaproteobacteria;DNA-directed_RNA_polymerase_sigma_subunit_(sigma70/sigma32);-,3,0,2,2,3,7,1,22,14,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,1047,bin17,Gammaproteobacteria,DNA-directed_RNA_polymerase_sigma_subunit_(sigma70/sigma32),-,known,855,46.8,46.8,31
bin13;contig-25451-gene-1;Gammaproteobacteria;Methyl-accepting_chemotaxis_protein;-,7,1,4,1,2,2,3,11,4,1,56.77994792,123.4479167,47.00208333,48.42395833,68.1015625,34.11380208,42.93411458,27.56614583,20.7078125,14.43697917,1048,bin13,Gammaproteobacteria,Methyl-accepting_chemotaxis_protein,-,known,1587,54.1,54.2,14
bin7;contig-25488-gene-1;Gammaproteobacteria-Colwellia;-;-,0,0,0,0,2,3,1,26,17,14,15.44551251,46.31566655,18.25419056,27.30076461,44.37321012,13.7656784,16.33658173,19.61135073,27.18083706,30.34738124,1049,bin7,Gammaproteobacteria-Colwellia,-,-,hypothetical,411,50.6,50.6,57
bin1;contig-2549-gene-10;Gammaproteobacteria-Thiotrichaceae;Pyruvate/2-oxoglutarate_dehydrogenase_complex_dihydrolipoamide_acyltransferase_(E2)_component_and_related_enzymes;-,2,1,0,13,0,0,3,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1050,bin1,Gammaproteobacteria-Thiotrichaceae,Pyruvate/2-oxoglutarate_dehydrogenase_complex_dihydrolipoamide_acyltransferase_(E2)_component_and_related_enzymes,-,known,1299,40.9,41,83
bin1;contig-2549-gene-11;Gammaproteobacteria-Thiotrichaceae;Pyruvate_dehydrogenase_complex_dehydrogenase_(E1)_component;-,1,4,1,38,2,0,23,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1051,bin1,Gammaproteobacteria-Thiotrichaceae,Pyruvate_dehydrogenase_complex_dehydrogenase_(E1)_component,-,known,2658,43.2,43.2,83
bin14;contig-25520-gene-2;Gammaproteobacteria-Cellvibrionales;Succinyl-CoA_synthetase_beta_subunit;-,1,2,0,2,14,2,3,1,2,0,22.66167247,29.27665505,15.42439024,25.428223,44.62264808,7.624738676,13.93554007,9.600696864,10.77909408,5.391637631,1052,bin14,Gammaproteobacteria-Cellvibrionales,Succinyl-CoA_synthetase_beta_subunit,-,known,1167,48.1,48.1,82
bin16;contig-25532-gene-4;Gammaproteobacteria;NAD(P)H-nitrite_reductase;-,6,2,0,11,7,0,1,0,0,0,16.58930163,25.03580981,17.1320951,32.88618128,25.2179792,9.01218425,13.93580981,4.084546805,5.448736999,3.267013373,1053,bin16,Gammaproteobacteria,NAD(P)H-nitrite_reductase,-,known,1464,45.3,45.3,38
bin43;contig-25554-gene-1;Bacteroidetes;Ribosomal_protein_L2;-,10,0,0,10,3,0,1,0,0,0,10.86035014,14.42036705,5.248997666,15.20192186,10.34179858,1.891323222,7.593335046,1.643480065,1.685228362,1.844672905,1054,bin43,Bacteroidetes,Ribosomal_protein_L2,-,known,828,41.8,41.9,69
bin22;contig-25560-gene-1;Gammaproteobacteria;Methyl-accepting_chemotaxis_protein;-,8,3,1,4,12,0,2,0,1,0,18.0509434,20.41572327,13.26022013,11.44606918,28.63726415,12.7418239,9.297327044,9.460691824,11.72955975,7.818396226,1055,bin22,Gammaproteobacteria,Methyl-accepting_chemotaxis_protein,-,known,2001,53.3,53.3,42
bin14;contig-256-gene-10;Gammaproteobacteria-Cellvibrionales;Cold_shock_proteins;-,6,1,7,2,20,1,2,2,1,2,22.66167247,29.27665505,15.42439024,25.428223,44.62264808,7.624738676,13.93554007,9.600696864,10.77909408,5.391637631,1056,bin14,Gammaproteobacteria-Cellvibrionales,Cold_shock_proteins,-,known,207,42.5,42.5,82
bin14;contig-256-gene-11;Gammaproteobacteria-Cellvibrionales;Predicted_flavoprotein_involved_in_K+_transport_-_COG2072;-,2,4,4,4,41,0,6,0,2,0,22.66167247,29.27665505,15.42439024,25.428223,44.62264808,7.624738676,13.93554007,9.600696864,10.77909408,5.391637631,1057,bin14,Gammaproteobacteria-Cellvibrionales,Predicted_flavoprotein_involved_in_K+_transport_-_COG2072,-,known,1650,47,47.1,82
bin14;contig-256-gene-22;Gammaproteobacteria-Cellvibrionales;Predicted_hydrolases_or_acyltransferases_(alpha/beta_hydrolase_superfamily)_-_COG0596;-,2,8,8,7,40,4,8,6,3,0,22.66167247,29.27665505,15.42439024,25.428223,44.62264808,7.624738676,13.93554007,9.600696864,10.77909408,5.391637631,1058,bin14,Gammaproteobacteria-Cellvibrionales,Predicted_hydrolases_or_acyltransferases_(alpha/beta_hydrolase_superfamily)_-_COG0596,-,known,789,51,51,82
bin24;contig-2561-gene-5;Gammaproteobacteria;Ribosome_modulation_factor;-,8,3,9,42,3,6,10,3,1,0,5.243028486,12.02068966,7.822788606,89.88965517,3.050224888,8.404797601,11.77556222,1.403598201,1.652323838,2.542278861,1059,bin24,Gammaproteobacteria,Ribosome_modulation_factor,-,known,210,45.7,46.2,76
bin17;contig-25626-gene-1;Gammaproteobacteria;Glutamine_phosphoribosylpyrophosphate_amidotransferase;-,1,0,1,1,0,1,0,10,3,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,1060,bin17,Gammaproteobacteria,Glutamine_phosphoribosylpyrophosphate_amidotransferase,-,known,1404,47.4,47.4,31
bin1;contig-2565-gene-1;Gammaproteobacteria-Thiotrichaceae;Predicted_membrane_protein_-_COG1297;-,2,1,1,10,0,0,3,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1061,bin1,Gammaproteobacteria-Thiotrichaceae,Predicted_membrane_protein_-_COG1297,-,known,1734,36,36,83
bin1;contig-2565-gene-10;Gammaproteobacteria-Thiotrichaceae;-;-,9,5,0,10,1,0,4,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1062,bin1,Gammaproteobacteria-Thiotrichaceae,-,-,hypothetical,618,36.9,36.9,83
bin43;contig-25713-gene-2;Bacteroidetes;Nitrogenase_molybdenum-iron_protein_alpha_and_beta_chains;-,13,18,0,10,2,0,5,0,0,0,10.86035014,14.42036705,5.248997666,15.20192186,10.34179858,1.891323222,7.593335046,1.643480065,1.685228362,1.844672905,1063,bin43,Bacteroidetes,Nitrogenase_molybdenum-iron_protein_alpha_and_beta_chains,-,known,1314,44.4,44.4,69
bin12;contig-25767-gene-2;Gammaproteobacteria-Cellvibrionales;Predicted_flavoprotein_involved_in_K+_transport_-_COG2072;-,12,4,20,5,14,8,1,8,8,1,81.35352113,216.2075117,82.18309859,71.33333333,120.4286385,57.46807512,53.85821596,51.27652582,47.48967136,27.62910798,1064,bin12,Gammaproteobacteria-Cellvibrionales,Predicted_flavoprotein_involved_in_K+_transport_-_COG2072,-,known,1899,54.7,54.7,13
bin13;contig-25779-gene-2;Gammaproteobacteria;Ribosomal_protein_L31;-,31,5,4,4,3,5,1,8,1,0,56.77994792,123.4479167,47.00208333,48.42395833,68.1015625,34.11380208,42.93411458,27.56614583,20.7078125,14.43697917,1065,bin13,Gammaproteobacteria,Ribosomal_protein_L31,-,known,279,52.3,52.7,14
bin32;contig-258-gene-23;Alphaproteobacteria;Outer_membrane_protein;-,8,10,14,19,26,6,13,8,3,3,5.40169814,11.63018265,5.424286489,14.74251366,9.786137746,2.999929375,4.752000785,3.462666614,3.224033878,2.067736437,1066,bin32,Alphaproteobacteria,Outer_membrane_protein,-,known,1344,46.7,46.7,89
bin1;contig-25803-gene-2;Gammaproteobacteria-Thiotrichaceae;Aspartate/tyrosine/aromatic_aminotransferase;-,4,1,1,16,5,0,5,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1067,bin1,Gammaproteobacteria-Thiotrichaceae,Aspartate/tyrosine/aromatic_aminotransferase,-,known,1185,36.8,36.8,83
bin16;contig-25888-gene-1;Gammaproteobacteria;-;-,2,2,4,3,14,2,1,0,0,0,16.58930163,25.03580981,17.1320951,32.88618128,25.2179792,9.01218425,13.93580981,4.084546805,5.448736999,3.267013373,1068,bin16,Gammaproteobacteria,-,-,hypothetical,234,47,46.6,38
bin18;contig-259-gene-16;Gammaproteobacteria;ATP-dependent_Zn_proteases;-,0,0,0,0,0,14,4,0,0,0,2.781512605,35.93655462,5.068487395,3.871008403,11.24180672,5.452941176,29.97289916,1.095168067,1.235504202,1.030882353,1069,bin18,Gammaproteobacteria,ATP-dependent_Zn_proteases,-,known,1974,52.2,52.2,79
bin43;contig-2591-gene-4;Bacteroidetes;ABC-type_sugar_transport_system_periplasmic_component;-,0,3,0,10,3,0,0,0,0,0,10.86035014,14.42036705,5.248997666,15.20192186,10.34179858,1.891323222,7.593335046,1.643480065,1.685228362,1.844672905,1070,bin43,Bacteroidetes,ABC-type_sugar_transport_system_periplasmic_component,-,known,1758,45.4,45.4,69
bin43;contig-2592-gene-8;Bacteroidetes;Molecular_chaperone_HSP90_family;-,4,19,0,36,0,0,1,0,0,0,10.86035014,14.42036705,5.248997666,15.20192186,10.34179858,1.891323222,7.593335046,1.643480065,1.685228362,1.844672905,1071,bin43,Bacteroidetes,Molecular_chaperone_HSP90_family,-,known,1923,41,40.9,69
bin1;contig-2594-gene-6;Gammaproteobacteria-Thiotrichaceae;Signal_recognition_particle_GTPase;-,2,2,0,16,2,0,5,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1072,bin1,Gammaproteobacteria-Thiotrichaceae,Signal_recognition_particle_GTPase,-,known,969,35.9,36,83
bin22;contig-25949-gene-1;Gammaproteobacteria;DNA-directed_RNA_polymerase_sigma_subunit_(sigma70/sigma32);-,13,4,8,2,16,2,4,4,4,2,18.0509434,20.41572327,13.26022013,11.44606918,28.63726415,12.7418239,9.297327044,9.460691824,11.72955975,7.818396226,1073,bin22,Gammaproteobacteria,DNA-directed_RNA_polymerase_sigma_subunit_(sigma70/sigma32),-,known,807,53.7,53.4,42
bin17;contig-25950-gene-3;Gammaproteobacteria;-;-,2,1,2,2,9,10,0,52,16,2,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,1074,bin17,Gammaproteobacteria,-,-,hypothetical,201,51.7,52.2,31
bin17;contig-25953-gene-4;Gammaproteobacteria;Predicted_metal-dependent_phosphoesterases_(PHP_family)_-_COG0613;-,0,0,0,0,1,1,0,19,2,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,1075,bin17,Gammaproteobacteria,Predicted_metal-dependent_phosphoesterases_(PHP_family)_-_COG0613,-,known,768,49.6,49.6,31
bin11;contig-25957-gene-2;Gammaproteobacteria-Cellvibrionales;cAMP-binding_proteins_-_catabolite_gene_activator_and_regulatory_subunit_of_cAMP-dependent_protein_kinases;-,2,11,2,3,7,2,4,1,3,0,101.3073826,418.6114094,57.84496644,112.9375839,143.0852349,30.55637584,95.27919463,25.54295302,21.8738255,15.02483221,1076,bin11,Gammaproteobacteria-Cellvibrionales,cAMP-binding_proteins_-_catabolite_gene_activator_and_regulatory_subunit_of_cAMP-dependent_protein_kinases,-,known,1239,47.7,47.7,30
bin21;contig-25984-gene-2;Gammaproteobacteria-Thiotrichales;3-hydroxy-3-methylglutaryl_CoA_synthase;-,3,9,5,0,11,1,2,0,0,0,6.973854447,20.74339623,5.561455526,5.177628032,16.14393531,3.241778976,17.66927224,1.942318059,3.150404313,1.172237197,1077,bin21,Gammaproteobacteria-Thiotrichales,3-hydroxy-3-methylglutaryl_CoA_synthase,-,known,1464,49.6,49.6,80
bin14;contig-26045-gene-1;Gammaproteobacteria-Cellvibrionales;-;-,1,0,0,5,16,0,2,1,2,0,22.66167247,29.27665505,15.42439024,25.428223,44.62264808,7.624738676,13.93554007,9.600696864,10.77909408,5.391637631,1078,bin14,Gammaproteobacteria-Cellvibrionales,-,-,hypothetical,960,48.1,48.1,82
bin1;contig-2616-gene-3;Gammaproteobacteria-Thiotrichaceae;Uncharacterized_protein_probably_involved_in_high-affinity_Fe2+_transport;-,1,1,0,10,0,0,1,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1079,bin1,Gammaproteobacteria-Thiotrichaceae,Uncharacterized_protein_probably_involved_in_high-affinity_Fe2+_transport,-,known,519,35.5,35.5,83
bin4;contig-26172-gene-2;Gammaproteobacteria;Molecular_chaperone;-,18,23,5,1,14,0,5,0,0,0,14.24133221,100.2300183,7.163121705,16.63774506,14.1054175,2.31953456,20.46687766,2.600071475,2.737753041,2.112170962,1080,bin4,Gammaproteobacteria,Molecular_chaperone,-,known,1932,38.7,38.7,41
bin3;contig-2619-gene-10;Gammaproteobacteria-Thiotrichaceae;Sulphur_oxidation_protein_SoxZ;Sulfur_metabolism,7,1,2,33,9,1,15,0,0,0,6.024868468,11.12790897,1.599207701,6.956919534,17.90581007,0.671471934,4.73542108,0.493408822,0.605999785,0.501714275,1081,bin3,Gammaproteobacteria-Thiotrichaceae,Sulphur_oxidation_protein_SoxZ,Sulfur_metabolism,known,312,32.4,32.7,76
bin3;contig-2619-gene-11;Gammaproteobacteria-Thiotrichaceae;-;-,0,1,0,15,3,0,5,0,0,0,6.024868468,11.12790897,1.599207701,6.956919534,17.90581007,0.671471934,4.73542108,0.493408822,0.605999785,0.501714275,1082,bin3,Gammaproteobacteria-Thiotrichaceae,-,-,hypothetical,168,34.5,35.1,76
bin43;contig-26192-gene-2;Bacteroidetes;Uncharacterized_flavoproteins;-,1,10,0,2,0,0,1,0,0,0,10.86035014,14.42036705,5.248997666,15.20192186,10.34179858,1.891323222,7.593335046,1.643480065,1.685228362,1.844672905,1083,bin43,Bacteroidetes,Uncharacterized_flavoproteins,-,known,1038,42.8,42.9,69
bin14;contig-2625-gene-5;Gammaproteobacteria-Cellvibrionales;Acyl-CoA_dehydrogenases;Beta_oxidation_step_1,0,0,0,0,13,0,0,0,1,0,22.66167247,29.27665505,15.42439024,25.428223,44.62264808,7.624738676,13.93554007,9.600696864,10.77909408,5.391637631,1084,bin14,Gammaproteobacteria-Cellvibrionales,Acyl-CoA_dehydrogenases,Beta_oxidation_step_1,known,1146,49,49,82
bin1;contig-2628-gene-11;Gammaproteobacteria-Thiotrichaceae;Branched-chain_amino_acid_aminotransferase/4-amino-4-deoxychorismate_lyase;-,2,1,0,16,2,0,7,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1085,bin1,Gammaproteobacteria-Thiotrichaceae,Branched-chain_amino_acid_aminotransferase/4-amino-4-deoxychorismate_lyase,-,known,843,33,33,83
bin1;contig-2628-gene-2;Gammaproteobacteria-Thiotrichaceae;34-dihydroxy-2-butanone_4-phosphate_synthase;-,3,2,0,13,2,0,6,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1086,bin1,Gammaproteobacteria-Thiotrichaceae,34-dihydroxy-2-butanone_4-phosphate_synthase,-,known,1116,37.2,37.2,83
bin1;contig-2628-gene-5;Gammaproteobacteria-Thiotrichaceae;Aspartate_1-decarboxylase;-,0,2,1,43,1,0,9,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1087,bin1,Gammaproteobacteria-Thiotrichaceae,Aspartate_1-decarboxylase,-,known,435,31.3,31.3,83
bin1;contig-2628-gene-6;Gammaproteobacteria-Thiotrichaceae;Threonyl-tRNA_synthetase;-,11,8,4,50,6,0,24,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1088,bin1,Gammaproteobacteria-Thiotrichaceae,Threonyl-tRNA_synthetase,-,known,1908,36.2,36.2,83
bin1;contig-2628-gene-7;Gammaproteobacteria-Thiotrichaceae;Translation_initiation_factor_3_(IF-3);-,7,2,2,36,11,0,17,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1089,bin1,Gammaproteobacteria-Thiotrichaceae,Translation_initiation_factor_3_(IF-3),-,known,471,38.6,38.6,83
bin1;contig-2628-gene-9;Gammaproteobacteria-Thiotrichaceae;Ribosomal_protein_L20;-,19,2,1,6,3,0,3,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1090,bin1,Gammaproteobacteria-Thiotrichaceae,Ribosomal_protein_L20,-,known,357,36.7,36.7,83
bin13;contig-26308-gene-4;Gammaproteobacteria;FOG:_GGDEF_domain;-,3,2,1,1,1,2,2,10,10,4,56.77994792,123.4479167,47.00208333,48.42395833,68.1015625,34.11380208,42.93411458,27.56614583,20.7078125,14.43697917,1091,bin13,Gammaproteobacteria,FOG:_GGDEF_domain,-,known,951,46.2,46.2,14
bin1;contig-2634-gene-1;Gammaproteobacteria-Thiotrichaceae;Nitrate_reductase_gamma_subunit;-,0,3,0,49,9,1,6,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1092,bin1,Gammaproteobacteria-Thiotrichaceae,Nitrate_reductase_gamma_subunit,-,known,537,35.6,35.8,83
bin1;contig-2634-gene-11;Gammaproteobacteria-Thiotrichaceae;Leucine-rich_repeat_(LRR)_protein;-,0,0,0,11,1,0,6,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1093,bin1,Gammaproteobacteria-Thiotrichaceae,Leucine-rich_repeat_(LRR)_protein,-,known,2175,31.9,31.9,83
bin1;contig-2634-gene-2;Gammaproteobacteria-Thiotrichaceae;Dissimilatory_sulfite_reductase_(desulfoviridin)_gamma_subunit;Sulfur_metabolism,10,1,0,18,1,3,7,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1094,bin1,Gammaproteobacteria-Thiotrichaceae,Dissimilatory_sulfite_reductase_(desulfoviridin)_gamma_subunit,Sulfur_metabolism,known,345,36.5,36.2,83
bin1;contig-2634-gene-3;Gammaproteobacteria-Thiotrichaceae;Uncharacterized_conserved_protein_involved_in_oxidation_of_intracellular_sulfur_-_COG2168;Sulfur_metabolism,0,1,0,21,2,0,4,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1095,bin1,Gammaproteobacteria-Thiotrichaceae,Uncharacterized_conserved_protein_involved_in_oxidation_of_intracellular_sulfur_-_COG2168,Sulfur_metabolism,known,306,35,34.6,83
bin1;contig-2634-gene-4;Gammaproteobacteria-Thiotrichaceae;Uncharacterized_protein_involved_in_the_oxidation_of_intracellular_sulfur;Sulfur_metabolism,7,7,0,22,5,1,6,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1096,bin1,Gammaproteobacteria-Thiotrichaceae,Uncharacterized_protein_involved_in_the_oxidation_of_intracellular_sulfur,Sulfur_metabolism,known,417,34.1,34.3,83
bin1;contig-2634-gene-5;Gammaproteobacteria-Thiotrichaceae;Uncharacterized_conserved_protein_involved_in_intracellular_sulfur_reduction_-_COG1553;Sulfur_metabolism,3,0,0,17,3,0,5,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1097,bin1,Gammaproteobacteria-Thiotrichaceae,Uncharacterized_conserved_protein_involved_in_intracellular_sulfur_reduction_-_COG1553,Sulfur_metabolism,known,393,38.2,37.9,83
bin1;contig-2634-gene-6;Gammaproteobacteria-Thiotrichaceae;Dissimilatory_sulfite_reductase_(desulfoviridin)_alpha_and_beta_subunits;Sulfur_metabolism,16,29,5,150,20,4,48,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1098,bin1,Gammaproteobacteria-Thiotrichaceae,Dissimilatory_sulfite_reductase_(desulfoviridin)_alpha_and_beta_subunits,Sulfur_metabolism,known,1068,40.6,40.7,83
bin1;contig-2634-gene-7;Gammaproteobacteria-Thiotrichaceae;Dissimilatory_sulfite_reductase_(desulfoviridin)_alpha_and_beta_subunits;Sulfur_metabolism,13,31,9,174,43,6,62,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1099,bin1,Gammaproteobacteria-Thiotrichaceae,Dissimilatory_sulfite_reductase_(desulfoviridin)_alpha_and_beta_subunits,Sulfur_metabolism,known,1242,37.9,38,83
bin1;contig-2634-gene-8;Gammaproteobacteria-Thiotrichaceae;Ribonucleases_G_and_E;-,0,4,1,39,2,0,10,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1100,bin1,Gammaproteobacteria-Thiotrichaceae,Ribonucleases_G_and_E,-,known,1158,27.9,27.9,83
bin12;contig-26350-gene-2;Gammaproteobacteria-Cellvibrionales;Uncharacterized_conserved_protein_-_COG1416;-,1,0,4,2,3,7,0,19,2,1,81.35352113,216.2075117,82.18309859,71.33333333,120.4286385,57.46807512,53.85821596,51.27652582,47.48967136,27.62910798,1101,bin12,Gammaproteobacteria-Cellvibrionales,Uncharacterized_conserved_protein_-_COG1416,-,known,498,52,51.8,13
bin12;contig-26350-gene-3;Gammaproteobacteria-Cellvibrionales;Uncharacterized_conserved_protein_-_COG0316;-,9,1,1,1,6,7,1,23,8,3,81.35352113,216.2075117,82.18309859,71.33333333,120.4286385,57.46807512,53.85821596,51.27652582,47.48967136,27.62910798,1102,bin12,Gammaproteobacteria-Cellvibrionales,Uncharacterized_conserved_protein_-_COG0316,-,known,354,51.7,51.4,13
bin12;contig-26350-gene-4;Gammaproteobacteria-Cellvibrionales;Integral_membrane_protein_CcmA_involved_in_cell_shape_determination;-,2,3,3,0,4,6,5,7,10,4,81.35352113,216.2075117,82.18309859,71.33333333,120.4286385,57.46807512,53.85821596,51.27652582,47.48967136,27.62910798,1103,bin12,Gammaproteobacteria-Cellvibrionales,Integral_membrane_protein_CcmA_involved_in_cell_shape_determination,-,known,453,51.7,51.9,13
bin16;contig-26364-gene-1;Gammaproteobacteria;Ribonucleases_G_and_E;-,1,0,5,4,11,3,0,0,0,1,16.58930163,25.03580981,17.1320951,32.88618128,25.2179792,9.01218425,13.93580981,4.084546805,5.448736999,3.267013373,1104,bin16,Gammaproteobacteria,Ribonucleases_G_and_E,-,known,2022,45.8,45.8,38
bin1;contig-26377-gene-1;Gammaproteobacteria-Thiotrichaceae;-;-,1,0,0,11,0,0,4,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1105,bin1,Gammaproteobacteria-Thiotrichaceae,-,-,hypothetical,366,31.7,31.7,83
bin45;contig-2641-gene-7;Bacteroidetes;-;-,10,13,1,7,18,0,51,0,0,0,11.55397049,15.6575296,8.972758325,15.4551387,9.938366356,5.746110586,10.918144,6.876138816,6.678525985,11.62313333,1106,bin45,Bacteroidetes,-,-,hypothetical,576,47,47,93
bin1;contig-26457-gene-3;Gammaproteobacteria-Thiotrichaceae;Tetrahydrodipicolinate_N-succinyltransferase;-,0,1,1,12,0,0,2,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,1107,bin1,Gammaproteobacteria-Thiotrichaceae,Tetrahydrodipicolinate_N-succinyltransferase,-,known,822,35.4,35.4,83
bin31;contig-2647-gene-8;Alphaproteobacteria;Molecular_chaperone;-,12,10,2,4,8,0,0,0,1,0,3.844577113,16.04623084,2.718860929,7.348762833,6.094341509,1.406887311,3.937648415,1.34180956,2.107561304,1.261643512,1108,bin31,Alphaproteobacteria,Molecular_chaperone,-,known,1914,49.4,49.4,42
bin17;contig-2652-gene-1;Gammaproteobacteria;Chemotaxis_protein_histidine_kinase_and_related_kinases;-,1,0,0,0,0,2,0,24,17,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,1109,bin17,Gammaproteobacteria,Chemotaxis_protein_histidine_kinase_and_related_kinases,-,known,2922,45.1,45.1,31
bin17;contig-2652-gene-2;Gammaproteobacteria;Methylase_of_chemotaxis_methyl-accepting_proteins;-,0,0,0,0,1,2,0,35,12,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,1110,bin17,Gammaproteobacteria,Methylase_of_chemotaxis_methyl-accepting_proteins,-,known,873,43.6,43.8,31
bin17;contig-2652-gene-3;Gammaproteobacteria;Methyl-accepting_chemotaxis_protein;-,4,0,2,4,1,5,0,53,13,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,1111,bin17,Gammaproteobacteria,Methyl-accepting_chemotaxis_protein,-,known,2250,47.8,47.9,31
bin17;contig-2652-gene-4;Gammaproteobacteria;Chemotaxis_signal_transduction_protein;-,0,0,0,0,0,0,0,10,4,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,1112,bin17,Gammaproteobacteria,Chemotaxis_signal_transduction_protein,-,known,543,48.3,48.3,31
bin17;contig-2652-gene-6;Gammaproteobacteria;Response_regulators_consisting_of_a_CheY-like_receiver_domain_and_a_winged-helix_DNA-binding_domain;-,1,0,0,0,2,2,0,13,3,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,1113,bin17,Gammaproteobacteria,Response_regulators_consisting_of_a_CheY-like_receiver_domain_and_a_winged-helix_DNA-binding_domain,-,known,390,42.3,42.8,31
bin14;contig-2653-gene-15;Gammaproteobacteria-Cellvibrionales;Ribosomal_protein_L3;-,6,0,1,1,16,1,0,2,19,2,22.66167247,29.27665505,15.42439024,25.428223,44.62264808,7.624738676,13.93554007,9.600696864,10.77909408,5.391637631,1114,bin14,Gammaproteobacteria-Cellvibrionales,Ribosomal_protein_L3,-,known,642,51.2,51.2,82
